2026-08-15 18:05:21,368 - INFO - Carregando mapa de categorias...
2026-08-15 18:05:21,369 - INFO - Extraindo informações do TXT...
2026-08-15 18:05:21,369 - INFO - Telefones/Protocolos extraídos: 3
2026-08-15 18:05:21,369 - INFO - Processando base de dados CSV...
2026-08-15 18:39:48,185 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0098, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,185 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0099, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,185 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0100, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,186 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0102, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,186 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0103, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,186 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0104, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,186 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0106, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,186 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0107, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,186 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0108, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,186 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0110, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,187 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0111, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,187 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0112, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,187 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0114, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,187 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0115, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,187 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0116, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,187 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0118, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,187 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0119, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,188 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0120, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,188 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0122, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,188 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0123, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,188 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0124, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,188 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0126, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,188 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0127, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,188 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0128, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,188 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0130, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,188 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0131, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,188 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0132, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,188 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0134, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,189 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0135, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,189 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0136, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,189 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0138, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,189 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0139, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,189 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0140, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,189 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0142, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,189 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0143, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,189 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0144, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,189 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0146, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,189 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0147, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,190 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0148, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,190 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0150, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:39:48,193 - INFO - Gerando gráficos (Matplotlib)...
2026-08-15 18:39:48,482 - INFO - Exportando dados limpos e resumo JSON...
2026-08-15 18:39:48,485 - INFO - Processamento concluído com sucesso. Cheque a pasta /output.
2026-08-15 18:55:45,089 - INFO - Carregando mapa de categorias...
2026-08-15 18:55:45,089 - INFO - Extraindo informações do TXT...
2026-08-15 18:55:45,089 - INFO - Telefones/Protocolos extraídos: 3
2026-08-15 18:55:45,089 - INFO - Processando base de dados CSV...
2026-08-15 18:55:45,095 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0002, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,095 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0003, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,095 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0004, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,095 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0006, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,095 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0007, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,095 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0008, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,095 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0010, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,095 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0011, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,096 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0012, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,096 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0014, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,096 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0015, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,096 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0016, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,096 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0018, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,096 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0019, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,096 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0020, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,096 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0022, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,097 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0023, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,097 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0024, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,097 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0026, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,097 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0027, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,097 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0028, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,097 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0030, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,097 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0031, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,098 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0032, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,098 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0034, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,098 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0035, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,098 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0036, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,098 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0038, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,098 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0039, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,098 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0040, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,098 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0042, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,098 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0043, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,099 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0044, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,099 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0046, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,099 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0047, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,099 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0048, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,099 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0001, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,099 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0051, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,099 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0052, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,100 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0054, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,100 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0055, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,100 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0056, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,100 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0058, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,100 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0059, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,100 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0060, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,101 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0062, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,101 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0063, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,101 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0064, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,101 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0066, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,101 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0067, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,101 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0068, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,101 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0070, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,102 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0071, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,102 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0072, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,102 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0074, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,102 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0075, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,102 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0076, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,102 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0078, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,102 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0079, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,103 - WARNING - Registro rejeitado. Protocolo: PROTOCOLO-80, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,103 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0082, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,103 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0083, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,103 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0084, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,103 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0086, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,103 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0087, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,103 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0088, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,104 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0090, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,104 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0091, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,104 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0092, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,104 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0094, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,104 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0095, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,104 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0096, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,104 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0098, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,105 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0099, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,105 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0100, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,105 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0102, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,105 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0103, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,105 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0104, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,105 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0106, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,105 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0107, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,105 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0108, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,106 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0110, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,106 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0111, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,106 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0112, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,106 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0114, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,106 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0115, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,106 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0116, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,106 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0118, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,107 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0119, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,107 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0120, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,107 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0122, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,107 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0123, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,107 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0124, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,107 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0126, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,107 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0127, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,107 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0128, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,107 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0130, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,108 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0131, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,108 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0132, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,108 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0134, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,108 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0135, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,108 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0136, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,108 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0138, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,108 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0139, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,109 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0140, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,109 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0142, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,109 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0143, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,109 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0144, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,109 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0146, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,109 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0147, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,109 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0148, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,109 - WARNING - Registro rejeitado. Protocolo: nan, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:55:45,112 - INFO - Gerando gráficos (Matplotlib)...
2026-08-15 18:55:45,382 - INFO - Exportando dados limpos e resumo JSON...
2026-08-15 18:55:45,385 - INFO - Processamento concluído com sucesso. Cheque a pasta /output.
2026-08-15 18:56:34,584 - INFO - Carregando mapa de categorias...
2026-08-15 18:56:34,584 - INFO - Extraindo informações do TXT...
2026-08-15 18:56:34,584 - INFO - Telefones/Protocolos extraídos: 3
2026-08-15 18:56:34,584 - INFO - Processando base de dados CSV...
2026-08-15 18:56:34,585 - ERROR - Erro fatal ao ler o CSV: Error tokenizing data. C error: Expected 7 fields in line 152, saw 8

2026-08-15 18:56:34,586 - WARNING - Não há dados válidos para gerar relatórios.
2026-08-15 18:56:43,255 - INFO - Carregando mapa de categorias...
2026-08-15 18:56:43,255 - INFO - Extraindo informações do TXT...
2026-08-15 18:56:43,255 - INFO - Telefones/Protocolos extraídos: 3
2026-08-15 18:56:43,255 - INFO - Processando base de dados CSV...
2026-08-15 18:56:43,261 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0002, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,261 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0003, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,261 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0004, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,261 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0006, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,262 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0007, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,262 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0008, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,262 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0010, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,262 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0011, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,262 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0012, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,262 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0014, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,262 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0015, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,263 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0016, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,263 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0018, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,263 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0019, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,263 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0020, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,263 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0022, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,263 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0023, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,263 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0024, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,263 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0026, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,264 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0027, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,264 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0028, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,264 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0030, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,264 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0031, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,264 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0032, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,264 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0034, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,264 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0035, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:56:43,264 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0036, Motivo: Campos essenciais inválidos ou e-mail malformado.
